From_ID,Origin,To_ID,Destination,Fare
KJ3,Wangsa Maju,KJ8,Damai,2.2
KJ4,Sri Rampai,KJ8,Damai,2
KJ5,Setiawangsa,KJ8,Damai,1.4
KJ6,Jelatek,KJ8,Damai,1.2
KJ7,Dato' Keramat,KJ8,Damai,1.1
KJ8,Damai,KJ8,Damai,0
KJ9,Ampang Park,KJ8,Damai,1.1
KJ10,KLCC,KJ8,Damai,1.3
KJ11,Kampung Baru,KJ8,Damai,1.6
KJ12,Dang Wangi,KJ8,Damai,1.8
KJ13,Masjid Jamek (KJL),KJ8,Damai,2
KJ14,Pasar Seni (KJL),KJ8,Damai,2.3
KJ15,KL Sentral (KJL),KJ8,Damai,2.6
KJ16,Bangsar,KJ8,Damai,2.6
KJ17,Abdullah Hukum,KJ8,Damai,2.8
KJ18,Kerinchi,KJ8,Damai,3
KJ19,Universiti,KJ8,Damai,3.1
KJ20,Taman Jaya,KJ8,Damai,3.1
KJ21,Asia Jaya,KJ8,Damai,3.2
KJ22,Taman Paramount,KJ8,Damai,3.5
KJ23,Taman Bahagia,KJ8,Damai,3.7
KJ24,Kelana Jaya,KJ8,Damai,3.3
KJ25,Lembah Subang,KJ8,Damai,3.4
KJ26,Ara Damansara,KJ8,Damai,3.5
KJ27,Glenmarie,KJ8,Damai,3.7
KJ28,Subang Jaya,KJ8,Damai,3.2
KJ29,SS 15,KJ8,Damai,3.3
KJ30,SS 18,KJ8,Damai,3.4
KJ31,USJ 7 (KJL),KJ8,Damai,3.6
KJ32,Taipan,KJ8,Damai,3.6
KJ33,Wawasan,KJ8,Damai,3.8
KJ34,USJ 21,KJ8,Damai,3.9
KJ35,Alam Megah,KJ8,Damai,4
KJ36,Subang Alam,KJ8,Damai,4.2
KJ37,Putra Heights (KJL),KJ8,Damai,4.3
KG4,Sungai Buloh,KJ8,Damai,4.7
KG5,Kampung Selamat,KJ8,Damai,5.3
KG5A,Kwasa Damansara,KJ8,Damai,4.9
KG6,Kwasa Sentral,KJ8,Damai,4.8
KG7,Kota Damansara,KJ8,Damai,5
KG8,Surian,KJ8,Damai,4.7
KG9,Mutiara Damansara,KJ8,Damai,4.8
KG10,Bandar Utama,KJ8,Damai,4.5
KG12,TTDI,KJ8,Damai,4.2
KG12A,Phileo Damansara,KJ8,Damai,4.3
KG13,Pusat Bandar Damansara,KJ8,Damai,3.6
KG14,Semantan,KJ8,Damai,3.4
KG15,Muzium Negara,KJ8,Damai,2.6
KG16,Pasar Seni (SBK),KJ8,Damai,2.3
KG17,Merdeka,KJ8,Damai,2.3
KG18A,Bukit Bintang,KJ8,Damai,2.6
KG20,Tun Razak Exchange (TRX),KJ8,Damai,2.9
KG21,Cochrane,KJ8,Damai,3.3
KG22,Maluri (SBK),KJ8,Damai,3.3
KG23,Taman Pertama,KJ8,Damai,3.8
KG24,Taman Midah,KJ8,Damai,4
KG25,Taman Mutiara,KJ8,Damai,4.3
KG26,Taman Connaught,KJ8,Damai,4.7
KG27,Taman Suntex,KJ8,Damai,5.2
KG28,Sri Raya,KJ8,Damai,5.1
KG29,Bandar Tun Hussein Onn,KJ8,Damai,5.4
KG30,Batu 11 Cheras,KJ8,Damai,5.5
KG31,Bukit Dukung,KJ8,Damai,5.5
KG33,Sungai Jernih,KJ8,Damai,5.9
KG34,Stadium Kajang,KJ8,Damai,6.1
KG35,Kajang,KJ8,Damai,5.7
KJ1,Gombak,KJ9,Ampang Park,2.9
KJ2,Taman Melati,KJ9,Ampang Park,2.6
KJ3,Wangsa Maju,KJ9,Ampang Park,2.5
KJ4,Sri Rampai,KJ9,Ampang Park,2.2
KJ5,Setiawangsa,KJ9,Ampang Park,1.7
KJ6,Jelatek,KJ9,Ampang Park,1.5
KJ7,Dato' Keramat,KJ9,Ampang Park,1.3
KJ8,Damai,KJ9,Ampang Park,1.1
KJ9,Ampang Park,KJ9,Ampang Park,0
KJ10,KLCC,KJ9,Ampang Park,1.1
KJ11,Kampung Baru,KJ9,Ampang Park,1.4
KJ12,Dang Wangi,KJ9,Ampang Park,1.6
KJ13,Masjid Jamek (KJL),KJ9,Ampang Park,1.8
KJ14,Pasar Seni (KJL),KJ9,Ampang Park,2
KJ15,KL Sentral (KJL),KJ9,Ampang Park,2.4
KJ16,Bangsar,KJ9,Ampang Park,2.6
KJ17,Abdullah Hukum,KJ9,Ampang Park,2.6
KJ18,Kerinchi,KJ9,Ampang Park,2.9
KJ19,Universiti,KJ9,Ampang Park,2.9
KJ20,Taman Jaya,KJ9,Ampang Park,3.3
KJ21,Asia Jaya,KJ9,Ampang Park,3.1
KJ22,Taman Paramount,KJ9,Ampang Park,3.3
KJ23,Taman Bahagia,KJ9,Ampang Park,3.5
KJ24,Kelana Jaya,KJ9,Ampang Park,3.7
KJ25,Lembah Subang,KJ9,Ampang Park,3.3
KJ26,Ara Damansara,KJ9,Ampang Park,3.4
KJ27,Glenmarie,KJ9,Ampang Park,3.6
KJ28,Subang Jaya,KJ9,Ampang Park,3.8
KJ29,SS 15,KJ9,Ampang Park,3.2
KJ30,SS 18,KJ9,Ampang Park,3.3
KJ31,USJ 7 (KJL),KJ9,Ampang Park,3.5
KJ32,Taipan,KJ9,Ampang Park,3.5
KJ33,Wawasan,KJ9,Ampang Park,3.7
KJ34,USJ 21,KJ9,Ampang Park,3.8
KJ35,Alam Megah,KJ9,Ampang Park,3.9
KJ36,Subang Alam,KJ9,Ampang Park,4.1
KJ37,Putra Heights (KJL),KJ9,Ampang Park,4.2
KG4,Sungai Buloh,KJ9,Ampang Park,4.4
KG5,Kampung Selamat,KJ9,Ampang Park,5
KG5A,Kwasa Damansara,KJ9,Ampang Park,4.7
KG6,Kwasa Sentral,KJ9,Ampang Park,4.6
KG7,Kota Damansara,KJ9,Ampang Park,4.7
KG8,Surian,KJ9,Ampang Park,4.5
KG9,Mutiara Damansara,KJ9,Ampang Park,4.6
KG10,Bandar Utama,KJ9,Ampang Park,4.3
KG12,TTDI,KJ9,Ampang Park,4
KG12A,Phileo Damansara,KJ9,Ampang Park,4
KG13,Pusat Bandar Damansara,KJ9,Ampang Park,3.4
KG14,Semantan,KJ9,Ampang Park,3.2
KG15,Muzium Negara,KJ9,Ampang Park,2.4
KG16,Pasar Seni (SBK),KJ9,Ampang Park,2
KG17,Merdeka,KJ9,Ampang Park,2
KG18A,Bukit Bintang,KJ9,Ampang Park,2.3
KG20,Tun Razak Exchange (TRX),KJ9,Ampang Park,2.7
KG21,Cochrane,KJ9,Ampang Park,3.1
KG22,Maluri (SBK),KJ9,Ampang Park,3.1
KG23,Taman Pertama,KJ9,Ampang Park,3.6
KG24,Taman Midah,KJ9,Ampang Park,3.8
KG25,Taman Mutiara,KJ9,Ampang Park,4.1
KG26,Taman Connaught,KJ9,Ampang Park,4.4
KG27,Taman Suntex,KJ9,Ampang Park,4.9
KG28,Sri Raya,KJ9,Ampang Park,4.9
KG29,Bandar Tun Hussein Onn,KJ9,Ampang Park,5.2
KG30,Batu 11 Cheras,KJ9,Ampang Park,5.3
KG31,Bukit Dukung,KJ9,Ampang Park,5.2
KG33,Sungai Jernih,KJ9,Ampang Park,5.7
KG34,Stadium Kajang,KJ9,Ampang Park,5.8
KG35,Kajang,KJ9,Ampang Park,5.5
KJ1,Gombak,KJ10,KLCC,3.1
KJ2,Taman Melati,KJ10,KLCC,2.8
KJ3,Wangsa Maju,KJ10,KLCC,2.7
KJ4,Sri Rampai,KJ10,KLCC,2.4
KJ5,Setiawangsa,KJ10,KLCC,1.8
KJ6,Jelatek,KJ10,KLCC,1.7
KJ7,Dato' Keramat,KJ10,KLCC,1.6
KJ8,Damai,KJ10,KLCC,1.3
KJ9,Ampang Park,KJ10,KLCC,1.1
KJ10,KLCC,KJ10,KLCC,0
KJ11,Kampung Baru,KJ10,KLCC,1.1
KJ12,Dang Wangi,KJ10,KLCC,1.4
KJ13,Masjid Jamek (KJL),KJ10,KLCC,1.7
KJ14,Pasar Seni (KJL),KJ10,KLCC,1.9
KJ15,KL Sentral (KJL),KJ10,KLCC,2.2
KJ16,Bangsar,KJ10,KLCC,2.4
KJ17,Abdullah Hukum,KJ10,KLCC,2.7
KJ18,Kerinchi,KJ10,KLCC,2.6
KJ19,Universiti,KJ10,KLCC,2.7
KJ20,Taman Jaya,KJ10,KLCC,3.2
KJ21,Asia Jaya,KJ10,KLCC,3.3
KJ22,Taman Paramount,KJ10,KLCC,3.2
KJ23,Taman Bahagia,KJ10,KLCC,3.4
KJ24,Kelana Jaya,KJ10,KLCC,3.5
KJ25,Lembah Subang,KJ10,KLCC,3.8
KJ26,Ara Damansara,KJ10,KLCC,3.3
KJ27,Glenmarie,KJ10,KLCC,3.5
KJ28,Subang Jaya,KJ10,KLCC,3.7
KJ29,SS 15,KJ10,KLCC,3.1
KJ30,SS 18,KJ10,KLCC,3.2
KJ31,USJ 7 (KJL),KJ10,KLCC,3.4
KJ32,Taipan,KJ10,KLCC,3.5
KJ33,Wawasan,KJ10,KLCC,3.6
KJ34,USJ 21,KJ10,KLCC,3.7
KJ35,Alam Megah,KJ10,KLCC,3.9
KJ36,Subang Alam,KJ10,KLCC,4
KJ37,Putra Heights (KJL),KJ10,KLCC,4.1
KG4,Sungai Buloh,KJ10,KLCC,4.2
KG5,Kampung Selamat,KJ10,KLCC,4.8
KG5A,Kwasa Damansara,KJ10,KLCC,4.5
KG6,Kwasa Sentral,KJ10,KLCC,4.4
KG7,Kota Damansara,KJ10,KLCC,4.5
KG8,Surian,KJ10,KLCC,4.3
KG9,Mutiara Damansara,KJ10,KLCC,4.4
KG10,Bandar Utama,KJ10,KLCC,4.1
KG12,TTDI,KJ10,KLCC,3.8
KG12A,Phileo Damansara,KJ10,KLCC,3.8
KG13,Pusat Bandar Damansara,KJ10,KLCC,3.2
KG14,Semantan,KJ10,KLCC,3
KG15,Muzium Negara,KJ10,KLCC,2.2
KG16,Pasar Seni (SBK),KJ10,KLCC,1.9
KG17,Merdeka,KJ10,KLCC,1.9
KG18A,Bukit Bintang,KJ10,KLCC,2.2
KG20,Tun Razak Exchange (TRX),KJ10,KLCC,2.6
KG21,Cochrane,KJ10,KLCC,2.9
KG22,Maluri (SBK),KJ10,KLCC,2.9
KG23,Taman Pertama,KJ10,KLCC,3.5
KG24,Taman Midah,KJ10,KLCC,3.7
KG25,Taman Mutiara,KJ10,KLCC,4
KG26,Taman Connaught,KJ10,KLCC,4.3
KG27,Taman Suntex,KJ10,KLCC,4.8
KG28,Sri Raya,KJ10,KLCC,4.8
KG29,Bandar Tun Hussein Onn,KJ10,KLCC,5.1
KG30,Batu 11 Cheras,KJ10,KLCC,5.2
KG31,Bukit Dukung,KJ10,KLCC,5.1
KG33,Sungai Jernih,KJ10,KLCC,5.6
KG34,Stadium Kajang,KJ10,KLCC,5.7
KG35,Kajang,KJ10,KLCC,5.4
KJ1,Gombak,KJ11,Kampung Baru,3.3
KJ2,Taman Melati,KJ11,Kampung Baru,3
KJ3,Wangsa Maju,KJ11,Kampung Baru,2.6
KJ4,Sri Rampai,KJ11,Kampung Baru,2.6
KJ5,Setiawangsa,KJ11,Kampung Baru,2.1
KJ6,Jelatek,KJ11,Kampung Baru,1.8
KJ7,Dato' Keramat,KJ11,Kampung Baru,1.8
KJ8,Damai,KJ11,Kampung Baru,1.8
KJ9,Ampang Park,KJ11,Kampung Baru,1.6
KJ10,KLCC,KJ11,Kampung Baru,1.1
KJ11,Kampung Baru,KJ11,Kampung Baru,0
KJ12,Dang Wangi,KJ11,Kampung Baru,1.1
KJ13,Masjid Jamek (KJL),KJ11,Kampung Baru,1.4
KJ14,Pasar Seni (KJL),KJ11,Kampung Baru,1.7
KJ15,KL Sentral (KJL),KJ11,Kampung Baru,1.9
KJ16,Bangsar,KJ11,Kampung Baru,2.2
KJ17,Abdullah Hukum,KJ11,Kampung Baru,2.5
KJ18,Kerinchi,KJ11,Kampung Baru,2.6
KJ19,Universiti,KJ11,Kampung Baru,2.8
KJ20,Taman Jaya,KJ11,Kampung Baru,3
KJ21,Asia Jaya,KJ11,Kampung Baru,3.1
KJ22,Taman Paramount,KJ11,Kampung Baru,3.4
KJ23,Taman Bahagia,KJ11,Kampung Baru,3.2
KJ24,Kelana Jaya,KJ11,Kampung Baru,3.4
KJ25,Lembah Subang,KJ11,Kampung Baru,3.6
KJ26,Ara Damansara,KJ11,Kampung Baru,3.7
KJ27,Glenmarie,KJ11,Kampung Baru,3.3
KJ28,Subang Jaya,KJ11,Kampung Baru,3.5
KJ29,SS 15,KJ11,Kampung Baru,3.7
KJ30,SS 18,KJ11,Kampung Baru,3.8
KJ31,USJ 7 (KJL),KJ11,Kampung Baru,3.3
KJ32,Taipan,KJ11,Kampung Baru,3.4
KJ33,Wawasan,KJ11,Kampung Baru,3.5
KJ34,USJ 21,KJ11,Kampung Baru,3.6
KJ35,Alam Megah,KJ11,Kampung Baru,3.8
KJ36,Subang Alam,KJ11,Kampung Baru,3.9
KJ37,Putra Heights (KJL),KJ11,Kampung Baru,4
KG4,Sungai Buloh,KJ11,Kampung Baru,4.1
KG5,Kampung Selamat,KJ11,Kampung Baru,4.7
KG5A,Kwasa Damansara,KJ11,Kampung Baru,4.4
KG6,Kwasa Sentral,KJ11,Kampung Baru,4.2
KG7,Kota Damansara,KJ11,Kampung Baru,4.4
KG8,Surian,KJ11,Kampung Baru,4.1
KG9,Mutiara Damansara,KJ11,Kampung Baru,4.2
KG10,Bandar Utama,KJ11,Kampung Baru,4
KG12,TTDI,KJ11,Kampung Baru,3.6
KG12A,Phileo Damansara,KJ11,Kampung Baru,3.7
KG13,Pusat Bandar Damansara,KJ11,Kampung Baru,3
KG14,Semantan,KJ11,Kampung Baru,2.7
KG15,Muzium Negara,KJ11,Kampung Baru,2
KG16,Pasar Seni (SBK),KJ11,Kampung Baru,1.7
KG17,Merdeka,KJ11,Kampung Baru,1.7
KG18A,Bukit Bintang,KJ11,Kampung Baru,2
KG20,Tun Razak Exchange (TRX),KJ11,Kampung Baru,2.3
KG21,Cochrane,KJ11,Kampung Baru,2.6
KG22,Maluri (SBK),KJ11,Kampung Baru,2.6
KG23,Taman Pertama,KJ11,Kampung Baru,3.2
KG24,Taman Midah,KJ11,Kampung Baru,3.4
KG25,Taman Mutiara,KJ11,Kampung Baru,3.7
KG26,Taman Connaught,KJ11,Kampung Baru,4.1
KG27,Taman Suntex,KJ11,Kampung Baru,4.6
KG28,Sri Raya,KJ11,Kampung Baru,4.5
KG29,Bandar Tun Hussein Onn,KJ11,Kampung Baru,4.8
KG30,Batu 11 Cheras,KJ11,Kampung Baru,4.9
KG31,Bukit Dukung,KJ11,Kampung Baru,4.8
KG33,Sungai Jernih,KJ11,Kampung Baru,5.3
KG34,Stadium Kajang,KJ11,Kampung Baru,5.5
KG35,Kajang,KJ11,Kampung Baru,5.1
KJ1,Gombak,KJ12,Dang Wangi,3.1
KJ2,Taman Melati,KJ12,Dang Wangi,3.2
KJ3,Wangsa Maju,KJ12,Dang Wangi,2.8
KJ4,Sri Rampai,KJ12,Dang Wangi,2.6
KJ5,Setiawangsa,KJ12,Dang Wangi,2.3
KJ6,Jelatek,KJ12,Dang Wangi,2.1
KJ7,Dato' Keramat,KJ12,Dang Wangi,1.9
KJ8,Damai,KJ12,Dang Wangi,1.8
KJ9,Ampang Park,KJ12,Dang Wangi,1.6
KJ10,KLCC,KJ12,Dang Wangi,1.4
KJ11,Kampung Baru,KJ12,Dang Wangi,1.1
KJ12,Dang Wangi,KJ12,Dang Wangi,0
KJ13,Masjid Jamek (KJL),KJ12,Dang Wangi,1.2
KJ14,Pasar Seni (KJL),KJ12,Dang Wangi,1.4
KJ15,KL Sentral (KJL),KJ12,Dang Wangi,1.8
KJ16,Bangsar,KJ12,Dang Wangi,1.9
KJ17,Abdullah Hukum,KJ12,Dang Wangi,2.2
KJ18,Kerinchi,KJ12,Dang Wangi,2.4
KJ19,Universiti,KJ12,Dang Wangi,2.6
KJ20,Taman Jaya,KJ12,Dang Wangi,2.8
KJ21,Asia Jaya,KJ12,Dang Wangi,2.9
KJ22,Taman Paramount,KJ12,Dang Wangi,3.2
KJ23,Taman Bahagia,KJ12,Dang Wangi,3.1
KJ24,Kelana Jaya,KJ12,Dang Wangi,3.2
KJ25,Lembah Subang,KJ12,Dang Wangi,3.4
KJ26,Ara Damansara,KJ12,Dang Wangi,3.6
KJ27,Glenmarie,KJ12,Dang Wangi,3.8
KJ28,Subang Jaya,KJ12,Dang Wangi,3.4
KJ29,SS 15,KJ12,Dang Wangi,3.6
KJ30,SS 18,KJ12,Dang Wangi,3.7
KJ31,USJ 7 (KJL),KJ12,Dang Wangi,3.2
KJ32,Taipan,KJ12,Dang Wangi,3.3
KJ33,Wawasan,KJ12,Dang Wangi,3.4
KJ34,USJ 21,KJ12,Dang Wangi,3.5
KJ35,Alam Megah,KJ12,Dang Wangi,3.7
KJ36,Subang Alam,KJ12,Dang Wangi,3.8
KJ37,Putra Heights (KJL),KJ12,Dang Wangi,4
KG4,Sungai Buloh,KJ12,Dang Wangi,3.8
KG5,Kampung Selamat,KJ12,Dang Wangi,4.4
KG5A,Kwasa Damansara,KJ12,Dang Wangi,4.1
KG6,Kwasa Sentral,KJ12,Dang Wangi,4
KG7,Kota Damansara,KJ12,Dang Wangi,4.1
KG8,Surian,KJ12,Dang Wangi,3.9
KG9,Mutiara Damansara,KJ12,Dang Wangi,4
KG10,Bandar Utama,KJ12,Dang Wangi,3.7
KG12,TTDI,KJ12,Dang Wangi,3.4
KG12A,Phileo Damansara,KJ12,Dang Wangi,3.4
KG13,Pusat Bandar Damansara,KJ12,Dang Wangi,2.7
KG14,Semantan,KJ12,Dang Wangi,2.4
KG15,Muzium Negara,KJ12,Dang Wangi,1.8
KG16,Pasar Seni (SBK),KJ12,Dang Wangi,1.4
KG17,Merdeka,KJ12,Dang Wangi,1.4
KG18A,Bukit Bintang,KJ12,Dang Wangi,1.7
KG20,Tun Razak Exchange (TRX),KJ12,Dang Wangi,2.1
KG21,Cochrane,KJ12,Dang Wangi,2.4
KG22,Maluri (SBK),KJ12,Dang Wangi,2.4
KG23,Taman Pertama,KJ12,Dang Wangi,2.8
KG24,Taman Midah,KJ12,Dang Wangi,3.2
KG25,Taman Mutiara,KJ12,Dang Wangi,3.5
KG26,Taman Connaught,KJ12,Dang Wangi,3.8
KG27,Taman Suntex,KJ12,Dang Wangi,4.3
KG28,Sri Raya,KJ12,Dang Wangi,4.2
KG29,Bandar Tun Hussein Onn,KJ12,Dang Wangi,4.5
KG30,Batu 11 Cheras,KJ12,Dang Wangi,4.7
KG31,Bukit Dukung,KJ12,Dang Wangi,4.6
KG33,Sungai Jernih,KJ12,Dang Wangi,5.1
KG34,Stadium Kajang,KJ12,Dang Wangi,5.2
KG35,Kajang,KJ12,Dang Wangi,4.8
KJ1,Gombak,KJ13,Masjid Jamek (KJL),3.2
KJ2,Taman Melati,KJ13,Masjid Jamek (KJL),3.4
KJ3,Wangsa Maju,KJ13,Masjid Jamek (KJL),3
KJ4,Sri Rampai,KJ13,Masjid Jamek (KJL),2.8
KJ5,Setiawangsa,KJ13,Masjid Jamek (KJL),2.6
KJ6,Jelatek,KJ13,Masjid Jamek (KJL),2.4
KJ7,Dato' Keramat,KJ13,Masjid Jamek (KJL),2.2
KJ8,Damai,KJ13,Masjid Jamek (KJL),2
KJ9,Ampang Park,KJ13,Masjid Jamek (KJL),1.8
KJ10,KLCC,KJ13,Masjid Jamek (KJL),1.7
KJ11,Kampung Baru,KJ13,Masjid Jamek (KJL),1.4
KJ12,Dang Wangi,KJ13,Masjid Jamek (KJL),1.2
KJ13,Masjid Jamek (KJL),KJ13,Masjid Jamek (KJL),0
KJ14,Pasar Seni (KJL),KJ13,Masjid Jamek (KJL),1.1
KJ15,KL Sentral (KJL),KJ13,Masjid Jamek (KJL),1.5
KJ16,Bangsar,KJ13,Masjid Jamek (KJL),1.8
KJ17,Abdullah Hukum,KJ13,Masjid Jamek (KJL),2
KJ18,Kerinchi,KJ13,Masjid Jamek (KJL),2.1
KJ19,Universiti,KJ13,Masjid Jamek (KJL),2.3
KJ20,Taman Jaya,KJ13,Masjid Jamek (KJL),2.8
KJ21,Asia Jaya,KJ13,Masjid Jamek (KJL),2.7
KJ22,Taman Paramount,KJ13,Masjid Jamek (KJL),3
KJ23,Taman Bahagia,KJ13,Masjid Jamek (KJL),3.3
KJ24,Kelana Jaya,KJ13,Masjid Jamek (KJL),3.4
KJ25,Lembah Subang,KJ13,Masjid Jamek (KJL),3.3
KJ26,Ara Damansara,KJ13,Masjid Jamek (KJL),3.4
KJ27,Glenmarie,KJ13,Masjid Jamek (KJL),3.6
KJ28,Subang Jaya,KJ13,Masjid Jamek (KJL),3.3
KJ29,SS 15,KJ13,Masjid Jamek (KJL),3.4
KJ30,SS 18,KJ13,Masjid Jamek (KJL),3.5
KJ31,USJ 7 (KJL),KJ13,Masjid Jamek (KJL),3.8
KJ32,Taipan,KJ13,Masjid Jamek (KJL),3.2
KJ33,Wawasan,KJ13,Masjid Jamek (KJL),3.3
KJ34,USJ 21,KJ13,Masjid Jamek (KJL),3.4
KJ35,Alam Megah,KJ13,Masjid Jamek (KJL),3.6
KJ36,Subang Alam,KJ13,Masjid Jamek (KJL),3.7
KJ37,Putra Heights (KJL),KJ13,Masjid Jamek (KJL),3.8
KG4,Sungai Buloh,KJ13,Masjid Jamek (KJL),3.5
KG5,Kampung Selamat,KJ13,Masjid Jamek (KJL),4.1
KG5A,Kwasa Damansara,KJ13,Masjid Jamek (KJL),3.8
KG6,Kwasa Sentral,KJ13,Masjid Jamek (KJL),3.6
KG7,Kota Damansara,KJ13,Masjid Jamek (KJL),3.8
KG8,Surian,KJ13,Masjid Jamek (KJL),3.6
KG9,Mutiara Damansara,KJ13,Masjid Jamek (KJL),3.7
KG10,Bandar Utama,KJ13,Masjid Jamek (KJL),3.4
KG12,TTDI,KJ13,Masjid Jamek (KJL),3.1
KG12A,Phileo Damansara,KJ13,Masjid Jamek (KJL),3.1
KG13,Pusat Bandar Damansara,KJ13,Masjid Jamek (KJL),2.4
KG14,Semantan,KJ13,Masjid Jamek (KJL),2.1
KG15,Muzium Negara,KJ13,Masjid Jamek (KJL),1.4
KG16,Pasar Seni (SBK),KJ13,Masjid Jamek (KJL),1.1
KG17,Merdeka,KJ13,Masjid Jamek (KJL),1.1
KG18A,Bukit Bintang,KJ13,Masjid Jamek (KJL),1.4
KG20,Tun Razak Exchange (TRX),KJ13,Masjid Jamek (KJL),1.9
KG21,Cochrane,KJ13,Masjid Jamek (KJL),2
KG22,Maluri (SBK),KJ13,Masjid Jamek (KJL),2.1
KG23,Taman Pertama,KJ13,Masjid Jamek (KJL),2.5
KG24,Taman Midah,KJ13,Masjid Jamek (KJL),2.7
KG25,Taman Mutiara,KJ13,Masjid Jamek (KJL),3.1
KG26,Taman Connaught,KJ13,Masjid Jamek (KJL),3.5
KG27,Taman Suntex,KJ13,Masjid Jamek (KJL),4
KG28,Sri Raya,KJ13,Masjid Jamek (KJL),3.9
KG29,Bandar Tun Hussein Onn,KJ13,Masjid Jamek (KJL),4.2
KG30,Batu 11 Cheras,KJ13,Masjid Jamek (KJL),4.4
KG31,Bukit Dukung,KJ13,Masjid Jamek (KJL),4.3
KG33,Sungai Jernih,KJ13,Masjid Jamek (KJL),4.8
KG34,Stadium Kajang,KJ13,Masjid Jamek (KJL),4.9
KG35,Kajang,KJ13,Masjid Jamek (KJL),4.5
KJ1,Gombak,KJ14,Pasar Seni (KJL),3.4
KJ2,Taman Melati,KJ14,Pasar Seni (KJL),3.2
KJ3,Wangsa Maju,KJ14,Pasar Seni (KJL),3.2
KJ4,Sri Rampai,KJ14,Pasar Seni (KJL),3
KJ5,Setiawangsa,KJ14,Pasar Seni (KJL),2.8
KJ6,Jelatek,KJ14,Pasar Seni (KJL),2.6
KJ7,Dato' Keramat,KJ14,Pasar Seni (KJL),2.5
KJ8,Damai,KJ14,Pasar Seni (KJL),2.3
KJ9,Ampang Park,KJ14,Pasar Seni (KJL),2
KJ10,KLCC,KJ14,Pasar Seni (KJL),1.9
KJ11,Kampung Baru,KJ14,Pasar Seni (KJL),1.7
KJ12,Dang Wangi,KJ14,Pasar Seni (KJL),1.4
KJ13,Masjid Jamek (KJL),KJ14,Pasar Seni (KJL),1.1
KJ14,Pasar Seni (KJL),KJ14,Pasar Seni (KJL),0
KJ15,KL Sentral (KJL),KJ14,Pasar Seni (KJL),1.2
KJ16,Bangsar,KJ14,Pasar Seni (KJL),1.5
KJ17,Abdullah Hukum,KJ14,Pasar Seni (KJL),1.8
KJ18,Kerinchi,KJ14,Pasar Seni (KJL),1.9
KJ19,Universiti,KJ14,Pasar Seni (KJL),2.1
KJ20,Taman Jaya,KJ14,Pasar Seni (KJL),2.6
KJ21,Asia Jaya,KJ14,Pasar Seni (KJL),2.8
KJ22,Taman Paramount,KJ14,Pasar Seni (KJL),2.8
KJ23,Taman Bahagia,KJ14,Pasar Seni (KJL),3.1
KJ24,Kelana Jaya,KJ14,Pasar Seni (KJL),3.2
KJ25,Lembah Subang,KJ14,Pasar Seni (KJL),3.1
KJ26,Ara Damansara,KJ14,Pasar Seni (KJL),3.2
KJ27,Glenmarie,KJ14,Pasar Seni (KJL),3.4
KJ28,Subang Jaya,KJ14,Pasar Seni (KJL),3.7
KJ29,SS 15,KJ14,Pasar Seni (KJL),3.3
KJ30,SS 18,KJ14,Pasar Seni (KJL),3.4
KJ31,USJ 7 (KJL),KJ14,Pasar Seni (KJL),3.7
KJ32,Taipan,KJ14,Pasar Seni (KJL),3.8
KJ33,Wawasan,KJ14,Pasar Seni (KJL),3.2
KJ34,USJ 21,KJ14,Pasar Seni (KJL),3.3
KJ35,Alam Megah,KJ14,Pasar Seni (KJL),3.5
KJ36,Subang Alam,KJ14,Pasar Seni (KJL),3.6
KJ37,Putra Heights (KJL),KJ14,Pasar Seni (KJL),3.7
KG4,Sungai Buloh,KJ14,Pasar Seni (KJL),3.2
KG5,Kampung Selamat,KJ14,Pasar Seni (KJL),3.8
KG5A,Kwasa Damansara,KJ14,Pasar Seni (KJL),3.5
KG6,Kwasa Sentral,KJ14,Pasar Seni (KJL),3.4
KG7,Kota Damansara,KJ14,Pasar Seni (KJL),3.5
KG8,Surian,KJ14,Pasar Seni (KJL),3.3
KG9,Mutiara Damansara,KJ14,Pasar Seni (KJL),3.4
KG10,Bandar Utama,KJ14,Pasar Seni (KJL),3.1
KG12,TTDI,KJ14,Pasar Seni (KJL),2.8
KG12A,Phileo Damansara,KJ14,Pasar Seni (KJL),2.7
KG13,Pusat Bandar Damansara,KJ14,Pasar Seni (KJL),2.1
KG14,Semantan,KJ14,Pasar Seni (KJL),1.9
KG15,Muzium Negara,KJ14,Pasar Seni (KJL),1.2
KG16,Pasar Seni (SBK),KJ14,Pasar Seni (KJL),0.8
KG17,Merdeka,KJ14,Pasar Seni (KJL),1
KG18A,Bukit Bintang,KJ14,Pasar Seni (KJL),1.3
KG20,Tun Razak Exchange (TRX),KJ14,Pasar Seni (KJL),1.7
KG21,Cochrane,KJ14,Pasar Seni (KJL),1.8
KG22,Maluri (SBK),KJ14,Pasar Seni (KJL),2.1
KG23,Taman Pertama,KJ14,Pasar Seni (KJL),2.5
KG24,Taman Midah,KJ14,Pasar Seni (KJL),2.7
KG25,Taman Mutiara,KJ14,Pasar Seni (KJL),2.8
KG26,Taman Connaught,KJ14,Pasar Seni (KJL),3
KG27,Taman Suntex,KJ14,Pasar Seni (KJL),3.5
KG28,Sri Raya,KJ14,Pasar Seni (KJL),3.3
KG29,Bandar Tun Hussein Onn,KJ14,Pasar Seni (KJL),3.5
KG30,Batu 11 Cheras,KJ14,Pasar Seni (KJL),3.6
